Campaign_ID,Company,Campaigns,Channels,Acquisition_Cost,ROI,Performance_level,Clicks,Impressions,Conversions,Conversion_Rate,Engagement_Score,Customer_Segment,Gender,Age,Location,Started_day,Duration_days,End_day,Month,Month_fullname,Mon_name
323,TechCorp,Email,Website,18371,7.02,Excellent,515,1957,46,0.09,1,Fashionistas,Men,18-24,Chicago,2021-11-19,30,2021-12-19,11,November,Nov
324,NexGen Systems,Email,Instagram,9735,3.15,Poor,730,1745,58,0.08,5,Outdoor Adventurers,Men,25-34,Chicago,2021-11-20,60,2022-01-19,11,November,Nov
325,TechCorp,Display,Email,14549,3.11,Poor,619,4159,37,0.06,1,Health & Wellness,Both,All ages,Houston,2021-11-21,60,2022-01-20,11,November,Nov
326,Innovate Industries,Influencer,Email,15540,2.51,Poor,946,5454,123,0.13,2,Foodies,Women,25-34,Los Angeles,2021-11-22,15,2021-12-07,11,November,Nov
327,Alpha Innovations,Email,Email,6398,6.12,Good,326,7358,10,0.03,4,Fashionistas,Men,25-34,New York,2021-11-23,30,2021-12-23,11,November,Nov
328,TechCorp,Influencer,YouTube,8212,5.22,Good,800,6207,8,0.01,9,Health & Wellness,Men,25-34,Miami,2021-11-24,30,2021-12-24,11,November,Nov
329,DataTech Solutions,Display,Facebook,10423,5.32,Good,259,7752,21,0.08,7,Fashionistas,Both,All ages,Los Angeles,2021-11-25,30,2021-12-25,11,November,Nov
330,Innovate Industries,Influencer,Instagram,6841,6.4,Good,517,1438,52,0.1,9,Health & Wellness,Women,35-44,Houston,2021-11-26,30,2021-12-26,11,November,Nov
331,Innovate Industries,Search,Email,12716,5.92,Good,130,3442,16,0.12,1,Foodies,Women,35-44,Houston,2021-11-27,30,2021-12-27,11,November,Nov
332,NexGen Systems,Influencer,Instagram,7710,2.28,Poor,602,2757,36,0.06,8,Outdoor Adventurers,Men,18-24,Chicago,2021-11-28,30,2021-12-28,11,November,Nov
333,Innovate Industries,Display,Google Ads,18752,5.27,Good,474,8594,62,0.13,7,Foodies,Women,35-44,Houston,2021-11-29,30,2021-12-29,11,November,Nov
334,NexGen Systems,Influencer,Instagram,11848,4.99,Good,563,5704,23,0.04,7,Fashionistas,Women,25-34,Los Angeles,2021-11-30,60,2022-01-29,11,November,Nov
335,Innovate Industries,Search,YouTube,5040,7.66,Excellent,285,1599,14,0.05,2,Tech Enthusiasts,Women,35-44,New York,2021-12-01,15,2021-12-16,12,December,Dec
336,Innovate Industries,Social Media,Facebook,19395,4.14,Good,282,6235,20,0.07,9,Foodies,Both,All ages,Los Angeles,2021-12-02,15,2021-12-17,12,December,Dec
337,DataTech Solutions,Influencer,Website,6130,3.92,Poor,497,2308,10,0.02,8,Foodies,Men,25-34,Houston,2021-12-03,60,2022-02-01,12,December,Dec
338,Alpha Innovations,Social Media,Email,11045,7.34,Excellent,577,3950,12,0.02,8,Health & Wellness,Women,35-44,New York,2021-12-04,15,2021-12-19,12,December,Dec
339,TechCorp,Display,Website,8527,4.39,Good,902,2391,72,0.08,2,Foodies,Men,18-24,Chicago,2021-12-05,30,2022-01-04,12,December,Dec
340,DataTech Solutions,Display,Website,9037,2.59,Poor,443,5607,58,0.13,7,Tech Enthusiasts,Women,25-34,Miami,2021-12-06,30,2022-01-05,12,December,Dec
341,Innovate Industries,Influencer,Facebook,9524,4.16,Good,199,7575,2,0.01,4,Outdoor Adventurers,Women,25-34,Chicago,2021-12-07,30,2022-01-06,12,December,Dec
342,DataTech Solutions,Search,Instagram,5467,4.25,Good,531,3279,37,0.07,5,Foodies,Men,25-34,Miami,2021-12-08,15,2021-12-23,12,December,Dec
343,DataTech Solutions,Social Media,Email,10894,2.15,Poor,788,2068,16,0.02,6,Health & Wellness,Women,35-44,Chicago,2021-12-09,30,2022-01-08,12,December,Dec
344,Innovate Industries,Display,Email,8583,5.82,Good,480,2818,10,0.02,9,Foodies,Both,All ages,Los Angeles,2021-12-10,60,2022-02-08,12,December,Dec
345,Alpha Innovations,Email,Website,16700,5.59,Good,819,8035,25,0.03,1,Outdoor Adventurers,Both,All ages,Houston,2021-12-11,60,2022-02-09,12,December,Dec
346,TechCorp,Email,Google Ads,16452,6.59,Good,747,1720,97,0.13,3,Outdoor Adventurers,Women,35-44,Miami,2021-12-12,30,2022-01-11,12,December,Dec
347,Innovate Industries,Email,YouTube,15069,7.77,Excellent,471,9996,47,0.1,6,Tech Enthusiasts,Both,All ages,Los Angeles,2021-12-13,30,2022-01-12,12,December,Dec
348,DataTech Solutions,Display,Website,13272,7.41,Excellent,363,4534,11,0.03,3,Foodies,Men,18-24,Miami,2021-12-14,30,2022-01-13,12,December,Dec
349,TechCorp,Email,Facebook,19675,4.13,Good,388,6982,27,0.07,2,Outdoor Adventurers,Men,18-24,Miami,2021-12-15,15,2021-12-30,12,December,Dec
350,TechCorp,Email,Website,10541,5.55,Good,512,7904,20,0.04,1,Foodies,Men,18-24,Chicago,2021-12-16,60,2022-02-14,12,December,Dec
351,Alpha Innovations,Social Media,Email,10946,4.63,Good,942,1368,122,0.13,6,Fashionistas,Women,35-44,Miami,2021-12-17,45,2022-01-31,12,December,Dec
352,NexGen Systems,Influencer,Instagram,8298,7.59,Excellent,206,6491,16,0.08,6,Tech Enthusiasts,Men,25-34,Los Angeles,2021-12-18,15,2022-01-02,12,December,Dec
353,DataTech Solutions,Social Media,YouTube,15499,2.4,Poor,995,9222,129,0.13,10,Health & Wellness,Women,25-34,Los Angeles,2021-12-19,15,2022-01-03,12,December,Dec
354,Innovate Industries,Search,YouTube,16232,3.75,Poor,453,8552,14,0.03,5,Outdoor Adventurers,Men,18-24,New York,2021-12-20,30,2022-01-19,12,December,Dec
355,TechCorp,Influencer,Website,7495,5.4,Good,978,8369,39,0.04,4,Tech Enthusiasts,Women,35-44,New York,2021-12-21,15,2022-01-05,12,December,Dec
356,NexGen Systems,Email,Facebook,11373,6.38,Good,988,9052,59,0.06,10,Foodies,Women,25-34,Houston,2021-12-22,45,2022-02-05,12,December,Dec
357,Innovate Industries,Social Media,YouTube,13928,3.44,Poor,150,5057,17,0.11,9,Foodies,Both,All ages,New York,2021-12-23,15,2022-01-07,12,December,Dec
358,DataTech Solutions,Email,Google Ads,13130,3.46,Poor,474,5089,57,0.12,9,Health & Wellness,Men,25-34,Chicago,2021-12-24,15,2022-01-08,12,December,Dec
359,NexGen Systems,Email,Instagram,17853,4.05,Good,639,6050,51,0.08,3,Tech Enthusiasts,Both,All ages,Los Angeles,2021-12-25,60,2022-02-23,12,December,Dec
360,DataTech Solutions,Social Media,Google Ads,15918,4.28,Good,699,8981,70,0.1,4,Foodies,Men,25-34,Miami,2021-12-26,15,2022-01-10,12,December,Dec
361,DataTech Solutions,Search,Instagram,10476,3.0,Poor,647,5774,84,0.13,8,Outdoor Adventurers,Women,25-34,Miami,2021-12-27,45,2022-02-10,12,December,Dec
362,TechCorp,Influencer,Facebook,14552,4.45,Good,171,4499,5,0.03,2,Fashionistas,Men,25-34,Los Angeles,2021-12-28,60,2022-02-26,12,December,Dec
363,Innovate Industries,Social Media,Facebook,5487,7.73,Excellent,290,6655,9,0.03,5,Foodies,Women,25-34,New York,2021-12-29,15,2022-01-13,12,December,Dec
364,NexGen Systems,Social Media,Google Ads,19702,7.57,Excellent,710,3708,57,0.08,2,Foodies,Both,All ages,Chicago,2021-12-30,30,2022-01-29,12,December,Dec
365,DataTech Solutions,Social Media,Email,12050,3.59,Poor,679,3627,81,0.12,3,Tech Enthusiasts,Women,25-34,Houston,2021-12-31,60,2022-03-01,12,December,Dec
366,Alpha Innovations,Social Media,Facebook,15748,7.14,Excellent,326,6464,23,0.07,10,Health & Wellness,Both,All ages,New York,2021-01-01,60,2021-03-02,1,January,Jan
367,Alpha Innovations,Email,Google Ads,18419,5.13,Good,238,3615,12,0.05,5,Foodies,Men,25-34,Houston,2021-01-02,45,2021-02-16,1,January,Jan
368,DataTech Solutions,Influencer,Facebook,9913,3.57,Poor,309,8560,46,0.15,3,Foodies,Men,18-24,New York,2021-01-03,15,2021-01-18,1,January,Jan
369,Innovate Industries,Influencer,Instagram,9187,3.75,Poor,969,4620,87,0.09,1,Tech Enthusiasts,Men,18-24,Houston,2021-01-04,45,2021-02-18,1,January,Jan
370,TechCorp,Social Media,Email,12157,7.61,Excellent,901,7766,108,0.12,9,Fashionistas,Women,35-44,New York,2021-01-05,45,2021-02-19,1,January,Jan
371,Alpha Innovations,Display,Website,7789,3.37,Poor,636,1287,51,0.08,6,Tech Enthusiasts,Both,All ages,Houston,2021-01-06,30,2021-02-05,1,January,Jan
372,TechCorp,Email,Email,14392,6.94,Good,849,3258,76,0.09,5,Tech Enthusiasts,Men,25-34,Chicago,2021-01-07,30,2021-02-06,1,January,Jan
373,Alpha Innovations,Search,Google Ads,14255,3.96,Poor,318,7567,45,0.14,8,Tech Enthusiasts,Men,18-24,Houston,2021-01-08,30,2021-02-07,1,January,Jan
374,Alpha Innovations,Search,Email,18926,5.66,Good,846,4907,42,0.05,1,Fashionistas,Women,25-34,New York,2021-01-09,30,2021-02-08,1,January,Jan
375,TechCorp,Influencer,Website,17286,2.18,Poor,957,6429,105,0.11,5,Health & Wellness,Women,35-44,Chicago,2021-01-10,30,2021-02-09,1,January,Jan
376,NexGen Systems,Social Media,Facebook,9309,4.27,Good,289,9828,26,0.09,1,Tech Enthusiasts,Women,25-34,Miami,2021-01-11,30,2021-02-10,1,January,Jan
377,NexGen Systems,Social Media,Facebook,5188,4.75,Good,471,4732,52,0.11,1,Tech Enthusiasts,Men,18-24,Chicago,2021-01-12,45,2021-02-26,1,January,Jan
378,NexGen Systems,Social Media,Google Ads,12282,4.65,Good,791,9225,16,0.02,5,Outdoor Adventurers,Women,25-34,Houston,2021-01-13,60,2021-03-14,1,January,Jan
379,NexGen Systems,Email,Google Ads,18162,6.87,Good,887,7542,27,0.03,3,Tech Enthusiasts,Women,35-44,Miami,2021-01-14,45,2021-02-28,1,January,Jan
380,Alpha Innovations,Display,YouTube,13380,5.75,Good,146,8829,6,0.04,3,Outdoor Adventurers,Both,All ages,New York,2021-01-15,60,2021-03-16,1,January,Jan
381,Innovate Industries,Influencer,Instagram,7519,3.42,Poor,735,7427,37,0.05,9,Fashionistas,Men,25-34,Chicago,2021-01-16,45,2021-03-02,1,January,Jan
382,Innovate Industries,Email,Google Ads,8434,3.53,Poor,202,9587,20,0.1,6,Health & Wellness,Men,25-34,Los Angeles,2021-01-17,15,2021-02-01,1,January,Jan
383,TechCorp,Email,Instagram,8451,3.44,Poor,829,6830,33,0.04,8,Foodies,Women,25-34,Los Angeles,2021-01-18,15,2021-02-02,1,January,Jan
384,TechCorp,Social Media,YouTube,17141,6.74,Good,134,6143,5,0.04,10,Tech Enthusiasts,Women,25-34,New York,2021-01-19,45,2021-03-05,1,January,Jan
385,TechCorp,Influencer,Facebook,5287,7.55,Excellent,335,1711,10,0.03,6,Fashionistas,Men,25-34,New York,2021-01-20,60,2021-03-21,1,January,Jan
386,Alpha Innovations,Email,Facebook,10994,2.27,Poor,512,2323,77,0.15,4,Foodies,Women,25-34,Los Angeles,2021-01-21,60,2021-03-22,1,January,Jan
387,Alpha Innovations,Search,Instagram,5599,2.81,Poor,896,7009,72,0.08,10,Health & Wellness,Both,All ages,Houston,2021-01-22,60,2021-03-23,1,January,Jan
388,Innovate Industries,Search,Instagram,16625,7.76,Excellent,123,3249,17,0.14,7,Health & Wellness,Both,All ages,Los Angeles,2021-01-23,60,2021-03-24,1,January,Jan
389,Alpha Innovations,Email,Instagram,12324,6.17,Good,727,9864,15,0.02,5,Health & Wellness,Women,25-34,New York,2021-01-24,45,2021-03-10,1,January,Jan
390,Alpha Innovations,Display,Email,5151,3.98,Poor,294,1846,12,0.04,8,Outdoor Adventurers,Men,25-34,Chicago,2021-01-25,45,2021-03-11,1,January,Jan
391,DataTech Solutions,Social Media,Instagram,6405,2.97,Poor,435,3371,9,0.02,2,Foodies,Men,25-34,Miami,2021-01-26,30,2021-02-25,1,January,Jan
392,Alpha Innovations,Email,Facebook,7704,6.26,Good,718,2485,65,0.09,5,Fashionistas,Both,All ages,Houston,2021-01-27,60,2021-03-28,1,January,Jan
393,Innovate Industries,Display,Facebook,16130,5.83,Good,733,4550,51,0.07,10,Fashionistas,Women,25-34,Miami,2021-01-28,15,2021-02-12,1,January,Jan
394,DataTech Solutions,Influencer,Facebook,6204,4.06,Good,454,7764,14,0.03,9,Health & Wellness,Women,25-34,Chicago,2021-01-29,15,2021-02-13,1,January,Jan
395,Innovate Industries,Display,YouTube,13813,4.46,Good,806,3041,97,0.12,9,Outdoor Adventurers,Women,35-44,Miami,2021-01-30,45,2021-03-16,1,January,Jan
396,TechCorp,Search,YouTube,13689,2.6,Poor,232,8249,35,0.15,5,Tech Enthusiasts,Men,18-24,Chicago,2021-01-31,15,2021-02-15,1,January,Jan
397,Innovate Industries,Social Media,Facebook,17174,7.14,Excellent,125,9618,16,0.13,5,Tech Enthusiasts,Women,35-44,Los Angeles,2021-02-01,30,2021-03-03,2,February,Feb
398,DataTech Solutions,Influencer,Email,17974,3.16,Poor,664,1255,80,0.12,8,Fashionistas,Women,25-34,Chicago,2021-02-02,30,2021-03-04,2,February,Feb
399,TechCorp,Email,Google Ads,16047,6.47,Good,259,1993,26,0.1,2,Outdoor Adventurers,Women,35-44,Houston,2021-02-03,15,2021-02-18,2,February,Feb
400,DataTech Solutions,Social Media,Website,13468,6.05,Good,868,3888,61,0.07,4,Foodies,Both,All ages,Los Angeles,2021-02-04,30,2021-03-06,2,February,Feb
401,TechCorp,Display,Instagram,8712,5.55,Good,824,6420,66,0.08,7,Health & Wellness,Both,All ages,Houston,2021-02-05,15,2021-02-20,2,February,Feb
402,Alpha Innovations,Email,Website,17165,2.92,Poor,881,9282,26,0.03,6,Health & Wellness,Both,All ages,Miami,2021-02-06,45,2021-03-23,2,February,Feb
403,Innovate Industries,Search,Website,5918,2.15,Poor,378,9949,19,0.05,4,Health & Wellness,Both,All ages,Los Angeles,2021-02-07,60,2021-04-08,2,February,Feb
404,TechCorp,Social Media,YouTube,13641,7.69,Excellent,834,6836,100,0.12,7,Outdoor Adventurers,Both,All ages,New York,2021-02-08,30,2021-03-10,2,February,Feb
405,DataTech Solutions,Display,Instagram,7388,4.87,Good,709,5657,85,0.12,3,Tech Enthusiasts,Men,18-24,Miami,2021-02-09,60,2021-04-10,2,February,Feb
406,DataTech Solutions,Display,YouTube,6641,3.14,Poor,696,5458,14,0.02,5,Fashionistas,Women,25-34,Houston,2021-02-10,45,2021-03-27,2,February,Feb
407,NexGen Systems,Influencer,Email,19269,2.15,Poor,239,7346,31,0.13,10,Fashionistas,Women,35-44,Chicago,2021-02-11,30,2021-03-13,2,February,Feb
408,DataTech Solutions,Search,YouTube,17299,7.91,Excellent,890,5009,36,0.04,6,Fashionistas,Women,35-44,Houston,2021-02-12,30,2021-03-14,2,February,Feb
409,Innovate Industries,Social Media,YouTube,5816,4.64,Good,147,1629,13,0.09,9,Outdoor Adventurers,Men,25-34,Houston,2021-02-13,15,2021-02-28,2,February,Feb
410,DataTech Solutions,Search,Website,17201,5.32,Good,849,6430,127,0.15,7,Foodies,Women,25-34,Houston,2021-02-14,45,2021-03-31,2,February,Feb
411,NexGen Systems,Display,YouTube,18611,6.78,Good,412,8230,12,0.03,1,Health & Wellness,Men,18-24,Los Angeles,2021-02-15,30,2021-03-17,2,February,Feb
412,NexGen Systems,Email,Website,7139,5.68,Good,118,6941,4,0.03,1,Foodies,Women,25-34,Houston,2021-02-16,45,2021-04-02,2,February,Feb
413,TechCorp,Display,YouTube,10699,6.43,Good,525,2143,5,0.01,9,Fashionistas,Both,All ages,New York,2021-02-17,30,2021-03-19,2,February,Feb
414,NexGen Systems,Influencer,YouTube,19526,7.14,Excellent,294,6179,18,0.06,6,Fashionistas,Men,18-24,New York,2021-02-18,45,2021-04-04,2,February,Feb
415,NexGen Systems,Search,Google Ads,5576,7.97,Excellent,609,2349,43,0.07,10,Foodies,Women,35-44,Chicago,2021-02-19,30,2021-03-21,2,February,Feb
416,Innovate Industries,Email,Google Ads,6934,4.98,Good,649,1416,26,0.04,7,Foodies,Men,25-34,Chicago,2021-02-20,15,2021-03-07,2,February,Feb
417,TechCorp,Influencer,Email,9077,4.4,Good,860,6874,9,0.01,4,Tech Enthusiasts,Men,18-24,Los Angeles,2021-02-21,60,2021-04-22,2,February,Feb
418,DataTech Solutions,Search,YouTube,5702,2.32,Poor,833,2831,75,0.09,10,Foodies,Men,25-34,Los Angeles,2021-02-22,15,2021-03-09,2,February,Feb
419,Innovate Industries,Social Media,Facebook,10459,5.34,Good,642,9515,13,0.02,2,Foodies,Women,35-44,Los Angeles,2021-02-23,45,2021-04-09,2,February,Feb
420,DataTech Solutions,Email,Instagram,9480,6.55,Good,908,6026,91,0.1,2,Foodies,Women,35-44,Miami,2021-02-24,45,2021-04-10,2,February,Feb
421,NexGen Systems,Social Media,Email,6041,4.4,Good,578,6558,81,0.14,6,Foodies,Men,18-24,New York,2021-02-25,30,2021-03-27,2,February,Feb
422,Alpha Innovations,Email,Email,9036,2.76,Poor,140,6245,14,0.1,7,Health & Wellness,Men,25-34,Los Angeles,2021-02-26,30,2021-03-28,2,February,Feb
423,DataTech Solutions,Display,Facebook,6772,4.39,Good,540,2667,5,0.01,7,Health & Wellness,Men,25-34,Houston,2021-02-27,30,2021-03-29,2,February,Feb
424,Alpha Innovations,Email,Email,17735,6.6,Good,124,2072,9,0.07,10,Outdoor Adventurers,Men,25-34,Miami,2021-02-28,30,2021-03-30,2,February,Feb
425,TechCorp,Search,Google Ads,19742,4.21,Good,942,7863,122,0.13,5,Health & Wellness,Men,18-24,Houston,2021-03-01,30,2021-03-31,3,March,Mar
426,Innovate Industries,Display,Instagram,19796,6.99,Good,562,2883,62,0.11,1,Fashionistas,Men,18-24,Los Angeles,2021-03-02,45,2021-04-16,3,March,Mar
427,NexGen Systems,Display,Website,16495,5.5,Good,466,6126,9,0.02,8,Outdoor Adventurers,Men,18-24,Miami,2021-03-03,45,2021-04-17,3,March,Mar
428,NexGen Systems,Email,Website,11648,4.73,Good,184,9142,13,0.07,8,Fashionistas,Women,25-34,Los Angeles,2021-03-04,30,2021-04-03,3,March,Mar
429,Alpha Innovations,Social Media,Facebook,14521,2.05,Poor,991,2511,149,0.15,2,Foodies,Men,18-24,New York,2021-03-05,30,2021-04-04,3,March,Mar
430,NexGen Systems,Display,Instagram,10618,7.34,Excellent,671,8433,54,0.08,10,Health & Wellness,Women,35-44,New York,2021-03-06,45,2021-04-20,3,March,Mar
431,Alpha Innovations,Email,Website,9482,7.25,Excellent,321,1043,22,0.07,10,Tech Enthusiasts,Women,25-34,Los Angeles,2021-03-07,30,2021-04-06,3,March,Mar
432,TechCorp,Search,YouTube,14929,3.46,Poor,132,4453,15,0.11,1,Outdoor Adventurers,Both,All ages,Miami,2021-03-08,45,2021-04-22,3,March,Mar
433,Innovate Industries,Display,Google Ads,7700,3.46,Poor,123,9889,1,0.01,8,Foodies,Men,25-34,Los Angeles,2021-03-09,60,2021-05-08,3,March,Mar
434,Alpha Innovations,Social Media,Website,9786,6.26,Good,147,5764,12,0.08,9,Foodies,Men,25-34,New York,2021-03-10,60,2021-05-09,3,March,Mar
435,Alpha Innovations,Influencer,Facebook,13888,2.63,Poor,469,9923,23,0.05,2,Fashionistas,Both,All ages,Miami,2021-03-11,30,2021-04-10,3,March,Mar
436,NexGen Systems,Social Media,Email,12790,5.06,Good,285,4009,26,0.09,1,Foodies,Both,All ages,Los Angeles,2021-03-12,45,2021-04-26,3,March,Mar
437,DataTech Solutions,Email,Google Ads,9164,5.7,Good,377,1659,19,0.05,5,Health & Wellness,Men,18-24,Miami,2021-03-13,15,2021-03-28,3,March,Mar
438,Innovate Industries,Display,YouTube,12729,3.44,Poor,299,2099,18,0.06,2,Tech Enthusiasts,Both,All ages,Houston,2021-03-14,30,2021-04-13,3,March,Mar
439,NexGen Systems,Social Media,Website,19698,4.88,Good,963,5724,87,0.09,3,Fashionistas,Women,25-34,Los Angeles,2021-03-15,60,2021-05-14,3,March,Mar
440,Alpha Innovations,Search,Website,5680,7.68,Excellent,279,6815,17,0.06,6,Outdoor Adventurers,Men,25-34,Los Angeles,2021-03-16,45,2021-04-30,3,March,Mar
441,Innovate Industries,Search,Facebook,12492,2.55,Poor,656,2093,72,0.11,6,Fashionistas,Men,25-34,New York,2021-03-17,45,2021-05-01,3,March,Mar
442,NexGen Systems,Influencer,Email,6292,2.64,Poor,466,8207,70,0.15,8,Foodies,Women,35-44,Chicago,2021-03-18,30,2021-04-17,3,March,Mar
443,TechCorp,Influencer,Facebook,19217,7.39,Excellent,789,5994,55,0.07,10,Tech Enthusiasts,Men,18-24,Miami,2021-03-19,30,2021-04-18,3,March,Mar
444,NexGen Systems,Influencer,Email,15432,4.9,Good,520,5179,62,0.12,2,Fashionistas,Women,25-34,Houston,2021-03-20,45,2021-05-04,3,March,Mar
445,TechCorp,Search,Instagram,8593,7.13,Excellent,200,6668,14,0.07,5,Foodies,Both,All ages,New York,2021-03-21,45,2021-05-05,3,March,Mar
446,Alpha Innovations,Search,Facebook,9723,5.1,Good,577,9201,52,0.09,9,Tech Enthusiasts,Both,All ages,Los Angeles,2021-03-22,30,2021-04-21,3,March,Mar
447,Alpha Innovations,Email,Google Ads,19974,5.82,Good,582,2461,64,0.11,10,Outdoor Adventurers,Both,All ages,Houston,2021-03-23,15,2021-04-07,3,March,Mar
448,TechCorp,Influencer,Website,18780,3.56,Poor,221,4514,9,0.04,8,Tech Enthusiasts,Women,25-34,Miami,2021-03-24,60,2021-05-23,3,March,Mar
449,Innovate Industries,Influencer,YouTube,16594,4.69,Good,773,3018,108,0.14,3,Fashionistas,Women,35-44,Miami,2021-03-25,60,2021-05-24,3,March,Mar
450,NexGen Systems,Search,Facebook,17226,4.09,Good,331,5699,36,0.11,6,Foodies,Men,18-24,Miami,2021-03-26,15,2021-04-10,3,March,Mar
451,Alpha Innovations,Social Media,Instagram,15664,3.76,Poor,316,9996,35,0.11,5,Fashionistas,Men,18-24,Chicago,2021-03-27,15,2021-04-11,3,March,Mar
452,TechCorp,Email,Website,10403,5.87,Good,301,5921,12,0.04,8,Health & Wellness,Men,18-24,Los Angeles,2021-03-28,15,2021-04-12,3,March,Mar
453,Alpha Innovations,Influencer,YouTube,9712,4.19,Good,116,6836,2,0.02,7,Tech Enthusiasts,Women,25-34,Miami,2021-03-29,60,2021-05-28,3,March,Mar
454,Alpha Innovations,Social Media,Google Ads,17117,7.41,Excellent,987,9000,118,0.12,4,Foodies,Women,35-44,Houston,2021-03-30,15,2021-04-14,3,March,Mar
455,Alpha Innovations,Influencer,Google Ads,13593,5.72,Good,690,1698,41,0.06,3,Foodies,Women,25-34,Los Angeles,2021-03-31,60,2021-05-30,3,March,Mar
456,TechCorp,Email,Instagram,18167,3.16,Poor,917,8122,46,0.05,6,Outdoor Adventurers,Men,18-24,Los Angeles,2021-04-01,15,2021-04-16,4,April,Apr
457,Alpha Innovations,Search,Facebook,11054,4.37,Good,221,5287,27,0.12,1,Foodies,Men,18-24,Chicago,2021-04-02,60,2021-06-01,4,April,Apr
458,Innovate Industries,Search,YouTube,6728,6.29,Good,856,7061,17,0.02,8,Outdoor Adventurers,Women,35-44,Chicago,2021-04-03,60,2021-06-02,4,April,Apr
459,NexGen Systems,Influencer,YouTube,10914,3.92,Poor,933,3982,28,0.03,8,Tech Enthusiasts,Women,35-44,Los Angeles,2021-04-04,60,2021-06-03,4,April,Apr
460,DataTech Solutions,Email,Google Ads,17313,5.81,Good,104,6210,11,0.11,5,Foodies,Women,35-44,Houston,2021-04-05,15,2021-04-20,4,April,Apr
461,Innovate Industries,Display,YouTube,11095,3.59,Poor,988,1689,119,0.12,5,Outdoor Adventurers,Women,35-44,New York,2021-04-06,15,2021-04-21,4,April,Apr
462,Alpha Innovations,Email,Google Ads,5130,5.15,Good,860,6784,112,0.13,5,Health & Wellness,Women,35-44,Houston,2021-04-07,60,2021-06-06,4,April,Apr
463,TechCorp,Social Media,YouTube,13482,3.17,Poor,794,7657,16,0.02,6,Tech Enthusiasts,Men,25-34,Houston,2021-04-08,60,2021-06-07,4,April,Apr
464,Innovate Industries,Display,YouTube,18932,2.64,Poor,447,9257,4,0.01,3,Health & Wellness,Women,35-44,New York,2021-04-09,30,2021-05-09,4,April,Apr
465,TechCorp,Social Media,Facebook,16093,6.53,Good,610,5628,31,0.05,10,Fashionistas,Women,25-34,New York,2021-04-10,15,2021-04-25,4,April,Apr
466,Alpha Innovations,Influencer,Facebook,14899,2.75,Poor,666,6237,73,0.11,4,Fashionistas,Women,25-34,New York,2021-04-11,30,2021-05-11,4,April,Apr
467,Alpha Innovations,Influencer,Facebook,8127,6.95,Good,330,1955,33,0.1,7,Fashionistas,Both,All ages,New York,2021-04-12,45,2021-05-27,4,April,Apr
468,DataTech Solutions,Email,Website,10839,6.05,Good,816,6414,98,0.12,6,Foodies,Women,25-34,Chicago,2021-04-13,60,2021-06-12,4,April,Apr
469,TechCorp,Social Media,YouTube,16218,7.11,Excellent,176,5609,4,0.02,4,Foodies,Women,25-34,New York,2021-04-14,60,2021-06-13,4,April,Apr
470,DataTech Solutions,Email,Instagram,7791,2.26,Poor,228,9197,32,0.14,8,Foodies,Men,25-34,Miami,2021-04-15,60,2021-06-14,4,April,Apr
471,Innovate Industries,Display,YouTube,17214,6.81,Good,818,2267,16,0.02,1,Outdoor Adventurers,Women,25-34,New York,2021-04-16,30,2021-05-16,4,April,Apr
472,DataTech Solutions,Social Media,Instagram,12922,7.0,Good,970,3985,116,0.12,3,Tech Enthusiasts,Women,25-34,Houston,2021-04-17,45,2021-06-01,4,April,Apr
473,Innovate Industries,Email,Instagram,14159,4.71,Good,518,4366,78,0.15,10,Health & Wellness,Men,18-24,Chicago,2021-04-18,15,2021-05-03,4,April,Apr
474,TechCorp,Email,Instagram,5428,2.82,Poor,292,6313,35,0.12,4,Health & Wellness,Men,25-34,Houston,2021-04-19,60,2021-06-18,4,April,Apr
475,Innovate Industries,Influencer,Email,9830,3.83,Poor,826,4248,25,0.03,10,Fashionistas,Both,All ages,New York,2021-04-20,30,2021-05-20,4,April,Apr
476,Innovate Industries,Search,YouTube,17467,5.48,Good,120,8525,2,0.02,3,Tech Enthusiasts,Women,35-44,Houston,2021-04-21,45,2021-06-05,4,April,Apr
477,Innovate Industries,Email,Website,16475,5.56,Good,652,2439,85,0.13,4,Foodies,Men,25-34,Miami,2021-04-22,45,2021-06-06,4,April,Apr
478,TechCorp,Influencer,Instagram,15682,4.04,Good,275,9717,17,0.06,3,Health & Wellness,Both,All ages,Los Angeles,2021-04-23,15,2021-05-08,4,April,Apr
479,Innovate Industries,Influencer,Instagram,11186,2.47,Poor,201,1215,6,0.03,1,Fashionistas,Women,25-34,Miami,2021-04-24,45,2021-06-08,4,April,Apr
480,Innovate Industries,Search,Email,14889,4.65,Good,455,8222,50,0.11,8,Health & Wellness,Women,25-34,Chicago,2021-04-25,15,2021-05-10,4,April,Apr
481,Innovate Industries,Influencer,Instagram,10706,6.57,Good,244,2542,22,0.09,4,Health & Wellness,Women,35-44,Chicago,2021-04-26,60,2021-06-25,4,April,Apr
482,Innovate Industries,Search,Facebook,5757,3.1,Poor,538,5801,16,0.03,1,Outdoor Adventurers,Men,25-34,Miami,2021-04-27,15,2021-05-12,4,April,Apr
483,NexGen Systems,Email,Email,18035,7.03,Excellent,147,6930,13,0.09,4,Tech Enthusiasts,Men,25-34,Miami,2021-04-28,15,2021-05-13,4,April,Apr
484,NexGen Systems,Influencer,Google Ads,5234,6.93,Good,149,6815,4,0.03,7,Outdoor Adventurers,Men,25-34,Miami,2021-04-29,60,2021-06-28,4,April,Apr
